Date,Time,PV_W_078,PV_Wh_078
2021/01/10,00:00:00,-48,0
2021/01/10,00:01:00,-122,0
2021/01/10,00:02:00,-50,0
2021/01/10,00:03:00,-137,0
2021/01/10,00:04:00,-47,0
2021/01/10,00:05:00,-131,0
2021/01/10,00:06:00,-53,0
2021/01/10,00:07:00,-128,0
2021/01/10,00:08:00,0,0
2021/01/10,00:09:00,-93,0
2021/01/10,00:10:00,-50,0
2021/01/10,00:11:00,-82,0
2021/01/10,00:12:00,0,0
2021/01/10,00:13:00,-54,0
2021/01/10,00:14:00,0,0
2021/01/10,00:15:00,-135,0
2021/01/10,00:16:00,0,0
2021/01/10,00:17:00,0,0
2021/01/10,00:18:00,0,0
2021/01/10,00:19:00,0,0
2021/01/10,00:20:00,0,0
2021/01/10,00:21:00,0,0
2021/01/10,00:22:00,0,0
2021/01/10,00:23:00,0,0
2021/01/10,00:24:00,-46,0
2021/01/10,00:25:00,0,0
2021/01/10,00:26:00,-48,0
2021/01/10,00:27:00,0,0
2021/01/10,00:28:00,-119,0
2021/01/10,00:29:00,0,0
2021/01/10,00:30:00,-126,0
2021/01/10,00:31:00,0,0
2021/01/10,00:32:00,-127,0
2021/01/10,00:33:00,0,0
2021/01/10,00:34:00,-123,0
2021/01/10,00:35:00,0,0
2021/01/10,00:36:00,-119,0
2021/01/10,00:37:00,0,0
2021/01/10,00:38:00,-130,0
2021/01/10,00:39:00,0,0
2021/01/10,00:40:00,-120,0
2021/01/10,00:41:00,0,0
2021/01/10,00:42:00,-129,0
2021/01/10,00:43:00,0,0
2021/01/10,00:44:00,-120,0
2021/01/10,00:45:00,0,0
2021/01/10,00:46:00,-112,0
2021/01/10,00:47:00,0,0
2021/01/10,00:48:00,-128,0
2021/01/10,00:49:00,0,0
2021/01/10,00:50:00,-120,0
2021/01/10,00:51:00,-99,0
2021/01/10,00:52:00,-127,0
2021/01/10,00:53:00,0,0
2021/01/10,00:54:00,-129,0
2021/01/10,00:55:00,-47,0
2021/01/10,00:56:00,-43,0
2021/01/10,00:57:00,0,0
2021/01/10,00:58:00,-44,0
2021/01/10,00:59:00,0,0
2021/01/10,01:00:00,-94,0
2021/01/10,01:01:00,0,0
2021/01/10,01:02:00,0,0
2021/01/10,01:03:00,0,0
2021/01/10,01:04:00,0,0
2021/01/10,01:05:00,-45,0
2021/01/10,01:06:00,0,0
